#GroupNumber SubGroupNumber Nveryminor Nminorpoor Nminorinter Nminorrich  Nmajorpoor Nmajorinter Nmajorrich   Ntotalmergers
      2.00000      0.00000      15.0000      0.00000      2.00000      0.00000          0.00000      0.00000      8.00000          25.0000
      2.00000      1.00000      25.0000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          26.0000
      2.00000      2.00000      8.00000      0.00000      0.00000      3.00000          0.00000      0.00000      0.00000          11.0000
      2.00000      3.00000      9.00000      0.00000      4.00000      4.00000          0.00000      0.00000      0.00000          17.0000
      2.00000      4.00000      7.00000      1.00000      0.00000      2.00000          0.00000      0.00000      0.00000          10.0000
      2.00000      5.00000      1.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      6.00000      3.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          4.00000
      2.00000      7.00000      11.0000      0.00000      2.00000      0.00000          0.00000      0.00000      0.00000          13.0000
      2.00000      8.00000      10.0000      1.00000      0.00000      1.00000          0.00000      0.00000      0.00000          12.0000
      2.00000      9.00000      4.00000      2.00000      0.00000      0.00000          0.00000      0.00000      0.00000          6.00000
      2.00000      10.0000      6.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          7.00000
      2.00000      11.0000      0.00000      0.00000      0.00000      2.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      12.0000      0.00000      0.00000      1.00000      0.00000          0.00000      0.00000      1.00000          2.00000
      2.00000      13.0000      6.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          6.00000
      2.00000      14.0000      0.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          0.00000
      2.00000      15.0000      3.00000      0.00000      0.00000      1.00000          0.00000      2.00000      0.00000          6.00000
      2.00000      16.0000      1.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      17.0000      0.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      18.0000      2.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      19.0000      1.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      20.0000      4.00000      0.00000      0.00000      0.00000          0.00000      0.00000      1.00000          5.00000
      2.00000      21.0000      11.0000      0.00000      1.00000      1.00000          0.00000      0.00000      3.00000          16.0000
      2.00000      22.0000      1.00000      0.00000      0.00000      0.00000          0.00000      0.00000      1.00000          2.00000
      2.00000      23.0000      4.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          5.00000
      2.00000      24.0000      0.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      25.0000      20.0000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          20.0000
      2.00000      26.0000      0.00000      0.00000      1.00000      0.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      27.0000      1.00000      0.00000      0.00000      0.00000          0.00000      1.00000      0.00000          2.00000
      2.00000      28.0000      1.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      29.0000      2.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      30.0000      0.00000      1.00000      0.00000      0.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      31.0000      0.00000      0.00000      1.00000      1.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      32.0000      5.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          5.00000
      2.00000      33.0000      5.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          6.00000
      2.00000      34.0000      0.00000      0.00000      0.00000      0.00000          0.00000      1.00000      1.00000          2.00000
      2.00000      35.0000      2.00000      0.00000      0.00000      0.00000          0.00000      0.00000      1.00000          3.00000
      2.00000      36.0000      24.0000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          25.0000
      2.00000      37.0000      6.00000      1.00000      2.00000      1.00000          0.00000      0.00000      0.00000          10.0000
      2.00000      38.0000      0.00000      0.00000      0.00000      0.00000          0.00000      0.00000      1.00000          1.00000
      2.00000      39.0000      1.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          1.00000
      2.00000      40.0000      0.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          0.00000
      2.00000      41.0000      2.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      42.0000      0.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          0.00000
      2.00000      43.0000      0.00000      0.00000      0.00000      0.00000          0.00000      0.00000      2.00000          2.00000
      2.00000      44.0000      5.00000      2.00000      0.00000      0.00000          0.00000      0.00000      0.00000          7.00000
      2.00000      45.0000      2.00000      0.00000      0.00000      0.00000          0.00000      0.00000      0.00000          2.00000
      2.00000      46.0000      3.00000      0.00000      0.00000      2.00000          0.00000      0.00000      0.00000          5.00000
      2.00000      47.0000      2.00000      0.00000      0.00000      0.00000          1.00000      0.00000      0.00000          3.00000
      2.00000      48.0000      3.00000      0.00000      0.00000      1.00000          0.00000      0.00000      0.00000          4.00000
